,תאריך ההזמנה,מתאריך,עד תאריך,תאריך אספקה,ת. סיום מתוכנן,ת. מבוקש,מספר לקוח,שם לקוח,מספר הזמנה,סטטוס הזמנה,סגורה חלקית,ספק מועדף,שם ספק מועדף,מק'ט,תאור מוצר,מק'ט לקוח,תיאור מק'ט לקוח,עלות (שורת הזמנה),לביצוע ע'י,מס' סוכן,שם סוכן,עמלת סוכן (%),הז. פנקס,כמות,רווח (שח),סכום (שח),עמלת סוכן ראשון,כמות ביח' מפעל,שווי יתרה,שווי יתרה (שח),יתרה לאספקה
1435,02/01/2024,,,02/01/2024,,02/01/2024,200202,"מרכז ארצי ח""ח ושמנים",SO24000419,טיוטא,,255047.0,GSP,46392227GSP,ציריה שמאל סנטה פה 2.2 12+ דיזל,,,197.72,idang,17,משה ונטורה,3.0,,1,112.2,319.49,9.58,1,319.49,319.49,1
1436,02/01/2024,,,02/01/2024,,02/01/2024,200202,"מרכז ארצי ח""ח ושמנים",SO24000419,טיוטא,,255047.0,GSP,46480201GSP,ציריה שמאל 15 C-CLASS+,,,0.0,idang,17,משה ונטורה,3.0,,1,0.0,0.0,0.0,1,0.0,0.0,1
1437,02/01/2024,,,02/01/2024,,02/01/2024,200202,"מרכז ארצי ח""ח ושמנים",SO24000419,טיוטא,,255047.0,GSP,47580902GSP,פעמון רפיד חור 30,,,58.37,idang,17,משה ונטורה,3.0,,1,33.78,94.99,2.85,1,95.0,94.99,1
1438,02/01/2024,,,02/01/2024,,02/01/2024,200202,"מרכז ארצי ח""ח ושמנים",SO24000419,טיוטא,,255047.0,GSP,59550410GSP,בולם קד ימין ג'וק,,,93.24,idang,17,משה ונטורה,3.0,,1,12.01,108.49,3.25,1,108.5,108.49,1
1439,02/01/2024,,,02/01/2024,,02/01/2024,200202,"מרכז ארצי ח""ח ושמנים",SO24000419,טיוטא,,255047.0,GSP,59550412GSP,בולם קד שמאל ג'וק,,,93.24,idang,17,משה ונטורה,3.0,,1,-6.91,88.99,2.67,1,89.0,88.99,1
1440,02/01/2024,,,02/01/2024,,02/01/2024,200202,"מרכז ארצי ח""ח ושמנים",SO24000419,טיוטא,,255068.0,YAS,68260509YAS,הגה מכני סיריון 07-11 עם חריץ,,,174.97,idang,17,משה ונטורה,3.0,,1,43.28,224.99,6.75,1,225.0,224.99,1
1441,02/01/2024,,,02/01/2024,,02/01/2024,200202,"מרכז ארצי ח""ח ושמנים",SO24000419,טיוטא,,255079.0,BAW,71200169BAW,משולש על ימין + שמאל גרנד שירוקי 05-10/קומנדר 06-10,,,82.08,idang,17,משה ונטורה,3.0,,1,53.26,139.52,4.19,1,139.53,139.52,1
1442,02/01/2024,,,02/01/2024,,02/01/2024,200202,"מרכז ארצי ח""ח ושמנים",SO24000419,טיוטא,,255560.0,OSSCA,63580101KOR,מ.מים אוקטביה 1.8 13+/לאון 13+/גולף 13+ מושלמת,,,434.84,idang,17,משה ונטורה,3.0,,1,195.66,649.98,19.5,1,649.99,649.98,1
1443,02/01/2024,,,02/01/2024,,02/01/2024,200202,"מרכז ארצי ח""ח ושמנים",SO24000432,טיוטא,,255079.0,BAW,74140483BAW,ב.ג תח ב.מ.וו סדרה 91-98 E36 3 קצר,,,24.67,idang,17,משה ונטורה,3.0,,1,16.0,41.88,1.26,1,41.88,41.88,1
1444,02/01/2024,,,02/01/2024,,02/01/2024,200202,"מרכז ארצי ח""ח ושמנים",SO24000438,טיוטא,,255047.0,GSP,47020506GSP,קארדן 661070 +04 A4,,,68.0,idang,17,משה ונטורה,3.0,,1,26.58,97.53,2.93,1,97.54,97.53,1
1445,02/01/2024,,,02/01/2024,,02/01/2024,200202,"מרכז ארצי ח""ח ושמנים",SO24000438,טיוטא,,255068.0,YAS,61321406YAS,הגה כח 05-08 V70/05-10 S60/00-05 S80,,,554.03,idang,17,משה ונטורה,3.0,,1,335.95,917.84,27.54,1,917.84,917.84,1
1446,02/01/2024,,,02/01/2024,,02/01/2024,200202,"מרכז ארצי ח""ח ושמנים",SO24000446,טיוטא,,255047.0,GSP,46020512GSP,ציריה 1.8 08-17 A5/1.8 08-15 A4,,,177.93,idang,17,משה ונטורה,3.0,,1,100.95,287.18,8.62,1,287.18,287.18,1
1447,02/01/2024,,,02/01/2024,,02/01/2024,200202,"מרכז ארצי ח""ח ושמנים",SO24000466,שולמה,Y,255047.0,GSP,50680577GSP,תושבת מנוע שמאל אלטו 09+ גיר רגיל,,,45.64,shaia,17,משה ונטורה,3.0,,1,28.08,76.07,2.28,1,0.0,0.0,0
1448,02/01/2024,,,02/01/2024,,02/01/2024,200202,"מרכז ארצי ח""ח ושמנים",SO24000503,טיוטא,,255042.0,LONGKOU,41451510LONGKOU,צ.ב קד מזדה 13 CX5/+13 6+ קוטר 297,,,48.51,aharonb,17,משה ונטורה,3.0,,1,27.64,78.5,2.36,1,78.5,78.5,1
1449,02/01/2024,,,02/01/2024,,02/01/2024,200202,"מרכז ארצי ח""ח ושמנים",SO24000503,טיוטא,,255047.0,GSP,72310925GSP,מייצב קד סיוויק עד 96-00 CRV/06/אימפרזה,,,12.91,aharonb,17,משה ונטורה,3.0,,1,6.49,20.0,0.6,1,20.0,20.0,1
1450,02/01/2024,,,02/01/2024,,02/01/2024,200202,"מרכז ארצי ח""ח ושמנים",SO24000503,טיוטא,,255083.0,TEKNOROT,71370854ER,משולש תח ימין ויגו 16+,,,126.36,aharonb,17,משה ונטורה,3.0,,1,138.45,273.01,8.19,1,273.02,273.01,1
1451,02/01/2024,,,02/01/2024,,02/01/2024,200202,"מרכז ארצי ח""ח ושמנים",SO24000503,טיוטא,,255560.0,OSSCA,63780759KOR,מ.מים גולף 13 1.4 A1/+12 1.2 1.4 A3/+13 TSI 1.2+,,,100.16,aharonb,17,משה ונטורה,3.0,,1,64.26,169.5,5.09,1,169.51,169.5,1
1452,02/01/2024,,,02/01/2024,,02/01/2024,200202,"מרכז ארצי ח""ח ושמנים",SO24000527,טיוטא,,255047.0,GSP,46371506GSP,ציריה ימין קורולה 08-12 אוטומט,,,170.19,aharonb,17,משה ונטורה,3.0,,1,82.01,259.83,7.79,1,259.83,259.83,1
1453,02/01/2024,,,02/01/2024,,02/01/2024,200203,עבדל רחמן קדח,SO24000310,טיוטא,,255560.0,OSSCA,E7041313KOR,מכסה שסתומים אדם 12+/אסטרה 09+/ כולל אטם,,,85.5,idang,6,רשות פלסטינית,3.0,,1,194.83,289.01,8.67,1,289.02,289.01,1
1454,02/01/2024,,,02/01/2024,,02/01/2024,200203,עבדל רחמן קדח,SO24000310,טיוטא,,260901.0,ספקים שונים,99760066,דמי משלוח חבילה,,,5.0,idang,6,רשות פלסטינית,3.0,,1,-0.15,5.0,0.15,1,5.0,5.0,1
1455,02/01/2024,,,02/01/2024,,02/01/2024,200203,עבדל רחמן קדח,SO24000345,שולמה,Y,255068.0,YAS,61491610YAS,הגה כח פג'רו 01-06,,,438.8,idang,6,רשות פלסטינית,3.0,,1,157.75,614.66,18.44,1,0.0,0.0,0
1456,02/01/2024,,,02/01/2024,,02/01/2024,200203,עבדל רחמן קדח,SO24000345,שולמה,Y,260901.0,ספקים שונים,99760066,דמי משלוח חבילה,,,5.0,idang,6,רשות פלסטינית,3.0,,1,-0.15,4.99,0.15,1,0.0,0.0,0
1457,02/01/2024,,,02/01/2024,,02/01/2024,200203,עבדל רחמן קדח,SO24000431,שולמה,Y,255071.0,TOTAL,71552908TOTAL,משולש תח ימין סנטרה,,,63.96,idang,6,רשות פלסטינית,3.0,,1,22.89,89.53,2.69,1,0.0,0.0,0
1458,02/01/2024,,,02/01/2024,,02/01/2024,200203,עבדל רחמן קדח,SO24000431,שולמה,Y,255560.0,OSSCA,63580101KOR,מ.מים אוקטביה 1.8 13+/לאון 13+/גולף 13+ מושלמת,,,434.84,idang,6,רשות פלסטינית,3.0,,3,295.98,1649.9,49.5,3,0.0,0.0,0
1459,02/01/2024,,,02/01/2024,,02/01/2024,200203,עבדל רחמן קדח,SO24000431,שולמה,Y,260901.0,ספקים שונים,99760066,דמי משלוח חבילה,,,5.0,idang,6,רשות פלסטינית,3.0,,1,-0.15,4.99,0.15,1,0.0,0.0,0
1460,02/01/2024,,,02/01/2024,,02/01/2024,200203,עבדל רחמן קדח,SO24000442,שולמה,Y,255560.0,OSSCA,63580101KOR,מ.מים אוקטביה 1.8 13+/לאון 13+/גולף 13+ מושלמת,,,434.84,idang,6,רשות פלסטינית,3.0,,3,295.98,1649.7,49.49,3,0.0,0.0,0
1461,02/01/2024,,,02/01/2024,,02/01/2024,200203,עבדל רחמן קדח,SO24000442,שולמה,Y,260901.0,ספקים שונים,99760066,דמי משלוח חבילה,,,5.0,idang,6,רשות פלסטינית,3.0,,1,-0.15,4.99,0.15,1,0.0,0.0,0
1462,02/01/2024,,,02/01/2024,,02/01/2024,200203,עבדל רחמן קדח,SO24000451,טיוטא,,255042.0,LONGKOU,41390167LONGKOU,צ.ב קד ראב 4 07+/קמרי 07+/אוריס 1.8 11+ קוטר 296,,,56.0,idang,6,רשות פלסטינית,3.0,,1,24.03,82.51,2.48,1,82.52,82.51,1
1463,02/01/2024,,,02/01/2024,,02/01/2024,200203,עבדל רחמן קדח,SO24000451,טיוטא,,255047.0,GSP,46821004GSP,ציריה ימין מונדאו 2.0 08+/אסמקס,,,188.76,idang,6,רשות פלסטינית,3.0,,1,131.83,330.56,9.92,1,330.57,330.56,1
1464,02/01/2024,,,02/01/2024,,02/01/2024,200203,עבדל רחמן קדח,SO24000451,טיוטא,,255047.0,GSP,46821005GSP,ציריה שמאל מונדאו 2.0 08+/אסמקס,,,140.7,idang,6,רשות פלסטינית,3.0,,1,79.98,227.54,6.83,1,227.54,227.54,1
1465,02/01/2024,,,02/01/2024,,02/01/2024,200203,עבדל רחמן קדח,SO24000451,טיוטא,,255065.0,LPR,41371836LPR,צ.ב קד ראב 4 07+/קמרי 07+/אוריס 1.8 11+ קוטר 296,,,60.5,idang,6,רשות פלסטינית,3.0,,1,47.17,111.02,3.33,1,111.02,111.02,1
1466,02/01/2024,,,02/01/2024,,02/01/2024,200203,עבדל רחמן קדח,SO24000451,טיוטא,,255079.0,BAW,70962219BAW,מ.ה סוואנה 6.6 06+/סילברדו ז-ז,,,30.0,idang,6,רשות פלסטינית,3.0,,1,-1.39,29.5,0.89,1,29.51,29.5,1
1467,02/01/2024,,,02/01/2024,,02/01/2024,200203,עבדל רחמן קדח,SO24000451,טיוטא,,255083.0,TEKNOROT,70962202ER,מ.ה סוואנה 6.6 06+/סילברדו ז-ז,,,18.17,idang,6,רשות פלסטינית,3.0,,1,8.26,27.25,0.82,1,27.26,27.25,1
1468,02/01/2024,,,02/01/2024,,02/01/2024,200203,עבדל רחמן קדח,SO24000451,טיוטא,,255083.0,TEKNOROT,71040201ER,משולש תח ימין אינסיגניה 08-17/להקרוס 10-14/מליבו 13-14,,,156.41,idang,6,רשות פלסטינית,3.0,,1,87.55,251.54,7.55,1,251.55,251.54,1
1469,02/01/2024,,,02/01/2024,,02/01/2024,200203,עבדל רחמן קדח,SO24000451,טיוטא,,260901.0,ספקים שונים,99760066,דמי משלוח חבילה,,,5.0,idang,6,רשות פלסטינית,3.0,,1,-0.15,5.0,0.15,1,5.0,5.0,1
1470,02/01/2024,,,02/01/2024,,02/01/2024,200203,עבדל רחמן קדח,SO24000464,שולמה,Y,255047.0,GSP,46040304GSP,ציריה שמאל אסטרה 09-15 1.4,,,144.34,idang,6,רשות פלסטינית,3.0,,1,65.31,216.05,6.48,1,0.0,0.0,0
1471,02/01/2024,,,02/01/2024,,02/01/2024,200203,עבדל רחמן קדח,SO24000464,שולמה,Y,255047.0,GSP,46040305GSP,ציריה ימין אסטרה 09-15 1.4,,,161.2,idang,6,רשות פלסטינית,3.0,,1,78.86,247.39,7.42,1,0.0,0.0,0
1472,02/01/2024,,,02/01/2024,,02/01/2024,200203,עבדל רחמן קדח,SO24000464,שולמה,Y,255047.0,GSP,46040306GSP,ציריה שמאל אסטרה 10+,,,167.05,idang,6,רשות פלסטינית,3.0,,1,102.49,277.78,8.33,1,0.0,0.0,0
1473,02/01/2024,,,02/01/2024,,02/01/2024,200203,עבדל רחמן קדח,SO24000464,שולמה,Y,255047.0,GSP,46040307GSP,ציריה ימין אסטרה 10+,,,169.19,idang,6,רשות פלסטינית,3.0,,1,103.57,281.1,8.43,1,0.0,0.0,0
1474,02/01/2024,,,02/01/2024,,02/01/2024,200203,עבדל רחמן קדח,SO24000464,שולמה,Y,260901.0,ספקים שונים,99760066,דמי משלוח חבילה,,,5.0,idang,6,רשות פלסטינית,3.0,,1,-0.15,4.99,0.15,1,0.0,0.0,0
1475,02/01/2024,,,02/01/2024,,02/01/2024,200205,"ורדי יוסף ובניו בע""מ",SO24000349,טיוטא,,255001.0,FANGTIAN,35970515MATEC,ד.ב קד ראם 3500 09+,,,30.0,ilanc,3,ישראל בנינפלד,3.0,,1,18.5,50.43,1.51,1,50.43,50.43,1
1476,02/01/2024,,,02/01/2024,,02/01/2024,200205,"ורדי יוסף ובניו בע""מ",SO24000369,טיוטא,,255047.0,GSP,46451222GSP,ציריה שמאל מזדה 3 13-15 נפח 1.5 ציר 29 לפי שילדה,,,145.0,ilanc,3,ישראל בנינפלד,3.0,,1,82.47,234.48,7.03,1,234.49,234.48,1
1477,02/01/2024,,,02/01/2024,,02/01/2024,200205,"ורדי יוסף ובניו בע""מ",SO24000369,טיוטא,,255047.0,GSP,46451223GSP,ציריה ימין מזדה 3 13-15 נפח 1.5 ציר 29 לפי שילדה,,,201.0,ilanc,3,ישראל בנינפלד,3.0,,1,113.77,324.48,9.73,1,324.48,324.48,1
1478,02/01/2024,,,02/01/2024,,02/01/2024,200205,"ורדי יוסף ובניו בע""מ",SO24000380,טיוטא,,255083.0,TEKNOROT,71821240ER,משולש תח ימין פוקוס 06-10/וולוו 04 S40+ ב.ג 18,,,99.27,ilanc,3,ישראל בנינפלד,3.0,,1,52.05,155.98,4.68,1,155.99,155.98,1
1479,02/01/2024,,,02/01/2024,,02/01/2024,200205,"ורדי יוסף ובניו בע""מ",SO24000380,טיוטא,,255083.0,TEKNOROT,71821241ER,משולש תח שמאל פוקוס 06-10/וולוו 04 S40+ ב.ג 18,,,101.0,ilanc,3,ישראל בנינפלד,3.0,,1,50.32,155.98,4.68,1,155.99,155.98,1
1480,02/01/2024,,,02/01/2024,,02/01/2024,200205,"ורדי יוסף ובניו בע""מ",SO24000421,טיוטא,,255047.0,GSP,46621304GSP,ציריה פורסטר 13 XV/+13+,,,158.4,ilanc,3,ישראל בנינפלד,3.0,,1,89.92,255.9,7.68,1,255.9,255.9,1
1481,02/01/2024,,,02/01/2024,,02/01/2024,200205,"ורדי יוסף ובניו בע""מ",SO24000421,טיוטא,,255047.0,GSP,46621310GSP,ציריה סובארו פורסטר 13+,,,162.9,ilanc,3,ישראל בנינפלד,3.0,,1,92.21,262.89,7.89,1,262.9,262.89,1
1482,02/01/2024,,,02/01/2024,,02/01/2024,200205,"ורדי יוסף ובניו בע""מ",SO24000428,טיוטא,,255047.0,GSP,50941906GSP,תושבת מנוע אח קנגו 08+ משקפיים,,,43.74,ilanc,3,ישראל בנינפלד,3.0,,1,27.56,73.51,2.21,1,73.51,73.51,1
1483,02/01/2024,,,02/01/2024,,02/01/2024,200205,"ורדי יוסף ובניו בע""מ",SO24000473,טיוטא,,255047.0,GSP,47491629GSP,פעמון פג'רו קינג 01+,,,72.0,idang,3,ישראל בנינפלד,3.0,,1,39.07,114.53,3.44,1,114.53,114.53,1
1484,02/01/2024,,,02/01/2024,,02/01/2024,200207,"חלקי חילוף האומנים בע""מ",SO24000456,שולמה,Y,255047.0,GSP,46451415GSP,ציריה שמאל מזדה 5 עד 13/מזדה 3 2.0 09-12,,,115.85,API,5,עזרא תמיר,3.0,,1,65.54,186.87,5.61,1,0.0,0.0,0
1485,02/01/2024,,,02/01/2024,,02/01/2024,200207,"חלקי חילוף האומנים בע""מ",SO24000456,שולמה,Y,255047.0,GSP,46451416GSP,ציריה ימין מזדה 5 עד 13/מזדה 3 2.0 09-12,,,125.87,API,5,עזרא תמיר,3.0,,1,66.19,197.86,5.94,1,0.0,0.0,0
1486,02/01/2024,,,02/01/2024,,02/01/2024,200207,"חלקי חילוף האומנים בע""מ",SO24000456,שולמה,Y,260901.0,ספקים שונים,99760066,דמי משלוח חבילה,,,5.0,API,5,עזרא תמיר,3.0,,1,-0.15,4.99,0.15,1,0.0,0.0,0
1487,02/01/2024,,,02/01/2024,,02/01/2024,200207,"חלקי חילוף האומנים בע""מ",SO24000509,שולמה,Y,255047.0,GSP,46451415GSP,ציריה שמאל מזדה 5 עד 13/מזדה 3 2.0 09-12,,,115.85,API,5,עזרא תמיר,3.0,,1,65.54,186.87,5.61,1,0.0,0.0,0
1488,02/01/2024,,,02/01/2024,,02/01/2024,200207,"חלקי חילוף האומנים בע""מ",SO24000509,שולמה,Y,255047.0,GSP,46451416GSP,ציריה ימין מזדה 5 עד 13/מזדה 3 2.0 09-12,,,125.87,API,5,עזרא תמיר,3.0,,1,66.19,197.86,5.94,1,0.0,0.0,0
1489,02/01/2024,,,02/01/2024,,02/01/2024,200207,"חלקי חילוף האומנים בע""מ",SO24000509,שולמה,Y,260901.0,ספקים שונים,99760066,דמי משלוח חבילה,,,5.0,API,5,עזרא תמיר,3.0,,1,-0.15,4.99,0.15,1,0.0,0.0,0
1490,02/01/2024,,,02/01/2024,,02/01/2024,200210,א.ש חלפים הרצליה,SO24000275,טיוטא,,260901.0,ספקים שונים,99760066,דמי משלוח חבילה,,,5.0,ilanc,5,עזרא תמיר,3.0,,1,-0.15,5.13,0.15,1,5.13,5.13,1
1491,02/01/2024,,,02/01/2024,,02/01/2024,200210,א.ש חלפים הרצליה,SO24000302,טיוטא,,255047.0,GSP,46641212GSP,ציריה ימין ברלינגו 19+ 1.5 גיר רגיל (לפי שילדה),,,167.48,ilanc,5,עזרא תמיר,3.0,,1,116.73,293.08,8.79,1,293.09,293.08,1
1492,02/01/2024,,,02/01/2024,,02/01/2024,200210,א.ש חלפים הרצליה,SO24000302,טיוטא,,255047.0,GSP,46641230GSP,ציריה שמאל ברלינגו 19+ 1.5 גיר רגיל,,,155.84,ilanc,5,עזרא תמיר,3.0,,1,88.6,252.07,7.56,1,252.08,252.07,1
1493,02/01/2024,,,02/01/2024,,02/01/2024,200210,א.ש חלפים הרצליה,SO24000302,טיוטא,,255047.0,GSP,46641257GSP,ציריה ימין ברלינגו 19+ 1.5 גיר רגיל,,,177.26,ilanc,5,עזרא תמיר,3.0,,1,100.65,286.58,8.6,1,286.59,286.58,1
1494,02/01/2024,,,02/01/2024,,02/01/2024,200210,א.ש חלפים הרצליה,SO24000302,טיוטא,,260901.0,ספקים שונים,99760066,דמי משלוח חבילה,,,5.0,ilanc,5,עזרא תמיר,3.0,,1,-0.15,5.0,0.15,1,5.0,5.0,1
1495,02/01/2024,,,02/01/2024,,02/01/2024,200210,א.ש חלפים הרצליה,SO24000489,שולמה,Y,255042.0,LONGKOU,41040306LONGKOU,צ.ב קד אסטרה 15 K+/קרוז 17+ קוטר 276,,,39.7,idang,5,עזרא תמיר,3.0,,2,48.64,131.94,3.96,2,0.0,0.0,0
1496,02/01/2024,,,02/01/2024,,02/01/2024,200210,א.ש חלפים הרצליה,SO24000489,שולמה,Y,255042.0,LONGKOU,41681305LONGKOU,צ.ב קד סוויפט 06-10/ספלאש 09+ קוטר 252,,,29.4,idang,5,עזרא תמיר,3.0,,2,31.41,92.96,2.79,2,0.0,0.0,0
1497,02/01/2024,,,02/01/2024,,02/01/2024,200210,א.ש חלפים הרצליה,SO24000489,שולמה,Y,260901.0,ספקים שונים,99760066,דמי משלוח חבילה,,,5.0,idang,5,עזרא תמיר,3.0,,1,-0.15,4.99,0.15,1,0.0,0.0,0
1498,02/01/2024,,,02/01/2024,,02/01/2024,200211,נ.ר. כוכב המוסכים בעמ,SO24000354,שולמה,Y,255065.0,LPR,35030237LPR,ד.ב קד דימקס 08+,,,42.0,shaia,22,ישראל בליטי,3.0,,1,24.15,68.16,2.05,1,0.0,0.0,0
1499,02/01/2024,,,02/01/2024,,02/01/2024,200211,נ.ר. כוכב המוסכים בעמ,SO24000354,שולמה,Y,255065.0,LPR,35391395LPR,ד.ב קד אקסנט עד 06/גטס/סובארו ג'סטי 1.2,,,18.0,shaia,22,ישראל בליטי,3.0,,1,17.21,36.28,1.09,1,0.0,0.0,0
1500,02/01/2024,,,02/01/2024,,02/01/2024,200211,נ.ר. כוכב המוסכים בעמ,SO24000354,שולמה,Y,255065.0,LPR,35550344LPR,ד.ב קד אקסטרייל 15+/אינפינטי Q60/+14 Q50,,,53.0,shaia,22,ישראל בליטי,3.0,,1,33.96,89.6,2.69,1,0.0,0.0,0
1501,02/01/2024,,,02/01/2024,,02/01/2024,200211,נ.ר. כוכב המוסכים בעמ,SO24000354,שולמה,Y,255083.0,TEKNOROT,71550311ER,משולש תח שמאל אקסטרייל 15+,,,83.75,shaia,22,ישראל בליטי,3.0,,1,65.63,153.93,4.62,1,0.0,0.0,0
1502,02/01/2024,,,02/01/2024,,02/01/2024,200211,נ.ר. כוכב המוסכים בעמ,SO24000354,שולמה,Y,260901.0,ספקים שונים,99760066,דמי משלוח חבילה,,,5.0,shaia,22,ישראל בליטי,3.0,,1,-0.15,4.99,0.15,1,0.0,0.0,0
1503,02/01/2024,,,02/01/2024,,02/01/2024,200211,נ.ר. כוכב המוסכים בעמ,SO24000355,שולמה,Y,255065.0,LPR,35550344LPR,ד.ב קד אקסטרייל 15+/אינפינטי Q60/+14 Q50,,,53.0,shaia,22,ישראל בליטי,3.0,,1,33.96,89.85,2.7,1,0.0,0.0,0
1504,02/01/2024,,,02/01/2024,,02/01/2024,200211,נ.ר. כוכב המוסכים בעמ,SO24000355,שולמה,Y,260901.0,ספקים שונים,99760066,דמי משלוח חבילה,,,5.0,shaia,22,ישראל בליטי,3.0,,1,-0.15,5.01,0.15,1,0.0,0.0,0
1505,02/01/2024,,,02/01/2024,,02/01/2024,200215,"ח""ח המשולש",SO24000346,טיוטא,,260901.0,ספקים שונים,99760066,דמי משלוח חבילה,,,5.0,ilanc,3,ישראל בנינפלד,3.0,,1,-0.15,5.13,0.15,1,5.13,5.13,1
1506,02/01/2024,,,02/01/2024,,02/01/2024,200215,"ח""ח המשולש",SO24000360,טיוטא,,260901.0,ספקים שונים,99760066,דמי משלוח חבילה,,,5.0,ilanc,3,ישראל בנינפלד,3.0,,1,-0.15,5.13,0.15,1,5.13,5.13,1
1507,02/01/2024,,,02/01/2024,,02/01/2024,200215,"ח""ח המשולש",SO24000435,שולמה,Y,255560.0,OSSCA,63580101KOR,מ.מים אוקטביה 1.8 13+/לאון 13+/גולף 13+ מושלמת,,,434.84,tabula,3,ישראל בנינפלד,3.0,132707.0,4,394.76,2200.12,66.0,4,0.0,0.0,0
1508,02/01/2024,,,02/01/2024,,02/01/2024,200215,"ח""ח המשולש",SO24000435,שולמה,Y,260901.0,ספקים שונים,99760066,דמי משלוח חבילה,,,5.0,tabula,3,ישראל בנינפלד,3.0,132707.0,1,-0.15,5.0,0.15,1,0.0,0.0,0
1509,02/01/2024,,,02/01/2024,,02/01/2024,200215,"ח""ח המשולש",SO24000462,שולמה,Y,255047.0,GSP,50580525GSP,תושבת מנוע ימין פביה/רומסטר/פולו 03+/איביזה 03+,,,110.12,ilanc,3,ישראל בנינפלד,3.0,,1,10.16,124.09,3.72,1,0.0,0.0,0
1510,02/01/2024,,,02/01/2024,,02/01/2024,200215,"ח""ח המשולש",SO24000462,שולמה,Y,255047.0,GSP,51580515GSP,כרית בולם פביה/איביזה 03+/פולו/קורדובה/רומסטר עם מיסב,,,31.9,ilanc,3,ישראל בנינפלד,3.0,,2,29.32,96.07,2.88,2,0.0,0.0,0
1511,02/01/2024,,,02/01/2024,,02/01/2024,200215,"ח""ח המשולש",SO24000462,שולמה,Y,255083.0,TEKNOROT,73580508ER,ק.ה ימין פביה/רומסטר/רפיד/פולו 03+/איביזה 03+,,,13.0,ilanc,3,ישראל בנינפלד,3.0,,1,6.4,20.01,0.6,1,0.0,0.0,0
1512,02/01/2024,,,02/01/2024,,02/01/2024,200215,"ח""ח המשולש",SO24000462,שולמה,Y,255083.0,TEKNOROT,73580509ER,ק.ה שמאל פביה/רומסטר/רפיד/פולו 03+/איביזה 03+,,,12.74,ilanc,3,ישראל בנינפלד,3.0,,1,6.66,20.01,0.6,1,0.0,0.0,0
1513,02/01/2024,,,02/01/2024,,02/01/2024,200215,"ח""ח המשולש",SO24000462,שולמה,Y,255090.0,BIRTH,50580596BIRTH,תושבת מנוע שמאל פולו 03+/פביה עד 08/רומסטר,,,93.0,ilanc,3,ישראל בנינפלד,3.0,,1,-2.79,93.07,2.79,1,0.0,0.0,0
1514,02/01/2024,,,02/01/2024,,02/01/2024,200215,"ח""ח המשולש",SO24000462,שולמה,Y,255090.0,BIRTH,50580597BIRTH,תושבת מנוע אח פביה/רומסטר 07+/פולו 03-09 משקפיים,,,54.0,ilanc,3,ישראל בנינפלד,3.0,,1,-1.14,54.54,1.64,1,0.0,0.0,0
1515,02/01/2024,,,02/01/2024,,02/01/2024,200215,"ח""ח המשולש",SO24000462,שולמה,Y,260901.0,ספקים שונים,99760066,דמי משלוח חבילה,,,5.0,ilanc,3,ישראל בנינפלד,3.0,,1,-0.15,5.0,0.15,1,0.0,0.0,0
1516,02/01/2024,,,02/01/2024,,02/01/2024,200221,אבו חג'ול,SO24000375,שולמה,Y,255042.0,LONGKOU,41821279LONGKOU,צ.ב קד פוקוס 04 S40/+06 1.8 + 1.6+ קוטר 278,,,39.6,tabula,22,ישראל בליטי,3.0,132699.0,2,33.31,115.96,3.48,2,0.0,0.0,0
1517,02/01/2024,,,02/01/2024,,02/01/2024,200221,אבו חג'ול,SO24000375,שולמה,Y,255083.0,TEKNOROT,71901336ER,משולש תח שמאל פיקנטו 11-16,,,87.0,tabula,22,ישראל בליטי,3.0,132699.0,1,36.95,127.75,3.83,1,0.0,0.0,0
1518,02/01/2024,,,02/01/2024,,02/01/2024,200221,אבו חג'ול,SO24000375,שולמה,Y,260901.0,ספקים שונים,99760066,דמי משלוח חבילה,,,5.0,tabula,22,ישראל בליטי,3.0,132699.0,1,-0.15,4.99,0.15,1,0.0,0.0,0
1519,02/01/2024,,,02/01/2024,,02/01/2024,200221,אבו חג'ול,SO24000477,שולמה,Y,255047.0,GSP,47610197GSP,פעמון איביזה 03+/קופרה/קורדובה 04+/רומסטר   VW812,,,49.21,tabula,22,ישראל בליטי,3.0,132718.0,2,64.69,168.48,5.05,2,0.0,0.0,0
